Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)
13141	Spectrogram 1	1	6109.454590000	6109.509935207	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1731.846400	48513.01100	57434.94400
13142	Spectrogram 1	1	6110.285490000	6110.342065100	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1732.677300	70446.09700	89776.95200
13143	Spectrogram 1	1	6110.416490000	6110.470605313	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1732.808300	54832.71400	64684.01500
13144	Spectrogram 1	1	6110.554790000	6110.621204248	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1732.946600	50000.00000	60037.17500
13145	Spectrogram 1	1	6111.809790000	6111.860215633	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1734.201600	50185.87400	65613.38300
13146	Spectrogram 1	1	6111.852190000	6111.879247657	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1734.244000	70631.97000	87174.72100
13147	Spectrogram 1	1	6111.700290000	6111.730422390	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1734.092100	68773.23400	86245.35300
13148	Spectrogram 1	1	6112.073590000	6112.135699621	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1734.465400	56691.45000	70260.22300
13149	Spectrogram 1	1	6112.440090000	6112.499124887	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1734.831900	53159.85100	63940.52000
13150	Spectrogram 1	1	6112.572090000	6112.639734142	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1734.963900	49070.63200	65241.63600
13151	Spectrogram 1	1	6112.736890000	6112.791005314	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1735.128700	50743.49400	60594.79600
13152	Spectrogram 1	1	6112.869090000	6112.912136272	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1735.260900	53903.34600	72118.95900
13153	Spectrogram 1	1	6112.899190000	6112.925632710	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1735.291000	74163.56900	91635.68800
13154	Spectrogram 1	1	6113.339790000	6113.382221325	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1735.731600	46096.65400	65241.63600
13155	Spectrogram 1	1	6113.368690000	6113.407431645	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1735.760500	68215.61300	84572.49100
13156	Spectrogram 1	1	6113.487990000	6113.539645526	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1735.879800	48327.13800	59107.80700
13157	Spectrogram 1	1	6116.147490000	6116.232352651	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1738.539300	67843.86600	90520.44600
13158	Spectrogram 1	1	6116.479590000	6116.563837704	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1738.871400	69330.85500	91263.94100
13159	Spectrogram 1	1	6116.626590000	6116.681935207	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1739.018400	49628.25300	54646.84000
13160	Spectrogram 1	1	6116.757290000	6116.802796059	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1739.149100	50371.74700	65613.38300
13161	Spectrogram 1	1	6116.776290000	6116.849468663	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1739.168100	70074.34900	90148.69900
13162	Spectrogram 1	1	6117.834890000	6117.901304248	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1740.226700	53159.85100	64498.14100
13163	Spectrogram 1	1	6118.355990000	6118.396576485	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1740.747800	53717.47200	65241.63600
13164	Spectrogram 1	1	6118.489490000	6118.545450154	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1740.881300	52230.48300	63197.02600
13165	Spectrogram 1	1	6118.621690000	6118.665966166	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1741.013500	48884.75800	60966.54300
13166	Spectrogram 1	1	6118.653690000	6118.702885739	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1741.045500	65055.76200	83828.99600
13167	Spectrogram 1	1	6119.251690000	6119.296581112	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1741.643500	50929.36800	69702.60200
13168	Spectrogram 1	1	6119.283590000	6119.313107443	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1741.675400	70631.97000	89033.45700
13169	Spectrogram 1	1	6119.861490000	6119.948812437	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1742.253300	66542.75100	89033.45700
13170	Spectrogram 1	1	6120.020090000	6120.071745527	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1742.411900	48327.13800	56319.70300
13171	Spectrogram 1	1	6120.299590000	6120.327877550	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1742.691400	53531.59900	63382.90000
13172	Spectrogram 1	1	6120.325990000	6120.356737337	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1742.717800	68029.74000	88661.71000
13173	Spectrogram 1	1	6121.195090000	6121.257199621	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1743.586900	63568.77300	86617.10000
13174	Spectrogram 1	1	6121.690190000	6121.775052651	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1744.082000	63568.77300	87174.72100
13175	Spectrogram 1	1	6121.645890000	6121.701235207	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1744.037700	47026.02200	60594.79600
13176	Spectrogram 1	1	6121.995990000	6122.061174354	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1744.387800	61152.41600	79553.90300
13177	Spectrogram 1	1	6122.366790000	6122.420290366	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1744.758600	51486.98900	60780.66900
13178	Spectrogram 1	1	6123.520490000	6123.591823822	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1745.912300	51672.86200	62453.53200
13179	Spectrogram 1	1	6124.455390000	6124.495976485	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1746.847200	52973.97800	66356.87700
13180	Spectrogram 1	1	6124.754890000	6124.784407444	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1747.146700	50371.74700	64126.39400
13181	Spectrogram 1	1	6124.776390000	6124.846493929	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1747.168200	65055.76200	83828.99600
13182	Spectrogram 1	1	6124.483090000	6124.510762603	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1746.874900	73234.20100	89776.95200
13183	Spectrogram 1	1	6125.195990000	6125.305450520	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1747.587800	63754.64700	85130.11200
13184	Spectrogram 1	1	6125.171390000	6125.197217764	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1747.563200	45910.78100	56319.70300
13185	Spectrogram 1	1	6125.409990000	6125.470254780	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1747.801800	49628.25300	57992.56500
13186	Spectrogram 1	1	6126.169690000	6126.234874354	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1748.561500	65427.50900	86988.84800
13187	Spectrogram 1	1	6126.483290000	6126.526951218	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1748.875100	50743.49400	64498.14100
13188	Spectrogram 1	1	6126.518390000	6126.555286805	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1748.910200	67657.99300	87360.59500
13189	Spectrogram 1	1	6126.645690000	6126.712719195	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1749.037500	46468.40100	58364.31200
13190	Spectrogram 1	1	6127.066490000	6127.107691432	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1749.458300	49628.25300	58178.43900
13192	Spectrogram 1	1	6128.758890000	6128.794556911	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1751.150700	62639.40500	84572.49100
13193	Spectrogram 1	1	6129.015490000	6129.048697124	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1751.407300	43122.67700	58550.18600
13196	Spectrogram 1	1	6130.812990000	6130.848041965	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1753.204800	65985.13000	86802.97400
13197	Spectrogram 1	1	6130.926090000	6130.964216698	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1753.317900	48513.01100	61895.91100
13198	Spectrogram 1	1	6130.956290000	6131.010405313	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1753.348100	65427.50900	88661.71000
13199	Spectrogram 1	1	6131.527090000	6131.549843030	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1753.918900	57806.69100	66356.87700
13200	Spectrogram 1	1	6131.539390000	6131.587355846	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1753.931200	65241.63600	89591.07800
13201	Spectrogram 1	1	6131.757690000	6131.860386106	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1754.149500	49256.50600	59479.55400
13202	Spectrogram 1	1	6131.983990000	6132.073157277	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1754.375800	71003.71700	94052.04500
13203	Spectrogram 1	1	6132.220390000	6132.290493929	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1754.612200	68029.74000	87918.21600
13204	Spectrogram 1	1	6132.372290000	6132.429480048	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1754.764100	47211.89600	61710.03700
13205	Spectrogram 1	1	6132.506990000	6132.570944461	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1754.898800	53159.85100	68587.36100
13206	Spectrogram 1	1	6132.557390000	6132.585677550	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1754.949200	68773.23400	90706.32000
13207	Spectrogram 1	1	6132.762190000	6132.808311005	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1755.154000	49442.37900	60223.04800
13208	Spectrogram 1	1	6132.899590000	6132.962929515	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1755.291400	54275.09300	61895.91100
13209	Spectrogram 1	1	6135.326790000	6135.379060473	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1757.718600	68773.23400	90148.69900
13210	Spectrogram 1	1	6135.469490000	6135.516225953	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1757.861300	47955.39000	58178.43900
13211	Spectrogram 1	1	6135.944890000	6135.966413136	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1758.336700	69144.98100	83643.12300
13212	Spectrogram 1	1	6136.190490000	6136.338692165	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1758.582300	49442.37900	63754.64700
13214	Spectrogram 1	1	6136.849790000	6136.881152283	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1759.241600	50371.74700	68587.36100
13215	Spectrogram 1	1	6137.489390000	6137.513987870	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1759.881200	49628.25300	65799.25700
13216	Spectrogram 1	1	6137.501690000	6137.540431645	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1759.893500	68401.48700	85501.85900
13217	Spectrogram 1	1	6137.753890000	6137.786482177	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1760.145700	51115.24200	62453.53200
13218	Spectrogram 1	1	6138.223990000	6138.292864035	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1760.615800	66542.75100	91263.94100
13219	Spectrogram 1	1	6138.858190000	6138.906770793	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1761.250000	48513.01100	58550.18600
13220	Spectrogram 1	1	6139.002090000	6139.050670793	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1761.393900	52044.61000	71189.59100
13221	Spectrogram 1	1	6139.871790000	6139.923445526	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1762.263600	55762.08200	63011.15200
13222	Spectrogram 1	1	6140.019390000	6140.055671858	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1762.411200	53903.34600	65985.13000
13223	Spectrogram 1	1	6140.168190000	6140.219230580	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1762.560000	50000.00000	60037.17500
13224	Spectrogram 1	1	6140.539890000	6140.594005313	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1762.931700	54275.09300	68773.23400
13225	Spectrogram 1	1	6140.803090000	6140.847981112	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1763.194900	52416.35700	64498.14100
13226	Spectrogram 1	1	6141.026890000	6141.072396059	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1763.418700	50000.00000	63011.15200
13227	Spectrogram 1	1	6141.055190000	6141.112994994	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1763.447000	65985.13000	88475.83600
13228	Spectrogram 1	1	6141.176390000	6141.235424887	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1763.568200	47955.39000	60223.04800
13229	Spectrogram 1	1	6141.616890000	6141.664240899	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1764.008700	64869.88800	85501.85900
13230	Spectrogram 1	1	6141.575690000	6141.619351219	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1763.967500	50371.74700	61152.41600
13231	Spectrogram 1	1	6141.750990000	6141.785427017	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1764.142800	53345.72500	63197.02600
13232	Spectrogram 1	1	6142.637090000	6142.679521326	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1765.028900	54646.84000	71747.21200
13233	Spectrogram 1	1	6142.780390000	6142.865252651	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1765.172200	51672.86200	60780.66900
13234	Spectrogram 1	1	6142.969790000	6143.029439834	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1765.361600	48884.75800	63940.52000
13235	Spectrogram 1	1	6142.855390000	6142.915654781	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1765.247200	64498.14100	81784.38700
13236	Spectrogram 1	1	6143.130890000	6143.198534142	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1765.522700	48327.13800	61710.03700
13237	Spectrogram 1	1	6143.274190000	6143.331994994	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1765.666000	53345.72500	61524.16400
13238	Spectrogram 1	1	6143.020790000	6143.050307444	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1765.412600	68773.23400	81784.38700
13239	Spectrogram 1	1	6143.825490000	6143.860541964	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1766.217300	46654.27500	56877.32300
13240	Spectrogram 1	1	6143.950890000	6144.014844461	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1766.342700	57434.94400	81226.76600
13241	Spectrogram 1	1	6144.669290000	6144.726480047	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1767.061100	49814.12600	63197.02600
13242	Spectrogram 1	1	6144.819290000	6144.877709941	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1767.211100	49070.63200	67100.37200
13243	Spectrogram 1	1	6144.863590000	6144.892492497	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1767.255400	69516.72900	84944.23800
13244	Spectrogram 1	1	6146.448890000	6146.479637337	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1768.840700	48513.01100	57806.69100
13245	Spectrogram 1	1	6146.589090000	6146.656734141	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1768.980900	50557.62100	64684.01500
13246	Spectrogram 1	1	6147.995190000	6148.041311005	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1770.387000	55204.46100	61524.16400
13247	Spectrogram 1	1	6148.430590000	6148.468101751	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1770.822400	52230.48300	65427.50900
13248	Spectrogram 1	1	6148.648690000	6148.709569728	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1771.040500	68401.48700	92750.92900
13249	Spectrogram 1	1	6149.289690000	6149.325356911	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1771.681500	47955.39000	65055.76200
13250	Spectrogram 1	1	6149.312490000	6149.352461538	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1771.704300	67100.37200	85130.11200
13251	Spectrogram 1	1	6149.442190000	6149.498150154	T0000011.WAV	/home/m/Dropbox/Recordings/ratas_cin/full_recs/converted_sound_files/T0000011.WAV	1771.834000	49628.25300	58921.93300
